conf,m,grid_size,in0_storage_type,in1_storage_type,out_storage_type,dtype,math_fidelity,conversion_in0,conversion_in1,transfer_in0,transfer_in1,tilization_in0,tilization_in1,inference_avg,iters
f16_m4,512,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,439.9180331832772,206.6336280915456,635.6093138427103,354.53080825569475,325.6536234522503,302.13787462352525,311.64655282336673,300
f16_m4,1024,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,601.4144839836231,320.980669370399,1192.8872442386325,1055.7832088476969,477.6072072848875,445.9808598844649,530.9601848873235,300
f16_m4,2048,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,698.4743400105885,251.46777023531934,3594.6985846486314,3415.4131314898664,825.1309017772757,674.4540672699231,990.8152469075692,300
f16_m4,3072,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1867.834962017831,350.91328697820916,7982.776165205716,7746.978876422773,1591.0169694446067,1428.2364538741224,2412.2782779799236,300
f16_m4,4096,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1304.2588913061015,332.8870190690957,13585.98954922739,13484.867261466823,2224.6777221759926,2117.912025326956,4438.458058347875,300
f16_m4,5120,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1227.3450443481895,298.38845683825593,20667.06006993507,20592.57163784406,3080.561106027586,3012.8847643900244,7798.401697051489,300
f16_m4,6144,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,568.0686417003982,289.18761399351826,29558.56179039928,29524.83680772873,4503.028773514278,4480.299063455161,12729.60070520527,300
f16_m4,7168,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,594.9402984884648,346.07428550337664,41011.69556050175,41065.69051454242,5911.106009863255,5838.053970473297,19199.7847531396,300
f16_m4,5120,"(1, 1)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,12909.961953324404,376.2094048495065,20918.18577682707,20894.501842380094,3144.6905456255854,3086.6957396925695,333805.30477583,300
f16_m4,6144,"(1, 1)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,45094.743443667394,387.65424196968223,31104.778934841965,30934.985359095048,4607.46821945771,4616.1303607022255,574985.4945848166,100
f16_m4,7168,"(1, 1)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,36139.85786881105,345.3890643976046,40984.503590198816,41177.41657849112,5822.761851087813,5825.936178060886,910564.0920832775,100
f16_m4,5120,"(2, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,695.1800941293351,353.6933903923914,21215.288669215395,21171.958141081486,3092.5953375569784,3135.007901317827,85827.21314748058,100
f16_m4,6144,"(2, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,596.5320797291329,365.15323991769446,29913.62732853821,29882.64429436596,4560.335130386364,4563.647658622377,147317.66445108983,100
f16_m4,7168,"(2, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,472.9431872977465,353.02746843550716,40985.87221970527,41016.62336043283,5828.171161525119,5842.537638812628,232972.55288743443,100
f16_m4,5120,"(3, 3)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,519.1508815361356,321.94249606935614,20818.395042993547,20729.450583364604,3081.7707187013666,3067.3600094000058,40991.58109066706,100
f16_m4,6144,"(3, 3)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,665.885624384156,328.1278810391655,30013.49129933155,30000.8829247445,4557.179933551786,4571.3797887066885,67186.25809396095,100
f16_m4,7168,"(3, 3)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,694.9986973647206,319.94990635599083,40882.878932905725,40947.319720158375,5835.003905047479,5822.563813676919,107823.98749270444,100
f16_m4,5120,"(4, 4)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,754.2232546600893,352.4047932469363,20962.37874261927,20777.91713709003,3096.26511734891,3084.673025022068,23712.344428390956,100
f16_m4,6144,"(4, 4)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1231.4293549442164,448.9805936107643,31882.04924566984,31677.41083623374,4774.269575327652,4652.18026839174,40101.64488418317,100
f16_m4,7168,"(4, 4)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,603.5821782648402,359.76838740061214,41602.487224699194,41269.19024378485,5846.395025555274,5846.97607378466,64447.72979723384,100
f16_m4,5120,"(5, 5)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,732.3301428420104,392.69393169149356,21866.319834172602,21772.339767504585,3124.420738164999,3118.914899035918,16037.458288043326,100
f16_m4,6144,"(5, 5)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,909.438458677194,434.88577431516353,31896.549106765655,31635.31799037761,4605.541526284599,4586.918902073837,34691.582064970855,100
f16_m4,7168,"(5, 5)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1023.0762847826752,358.07590800419496,42570.501947264696,42137.05739998859,5855.982918990293,5873.48308151875,41376.60126339703,100
f16_m4,5120,"(6, 6)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,696.9389250481488,427.5092784356573,21494.9916968855,21330.530077344316,3147.3055310270247,3178.283275081361,12532.950175632686,100
f16_m4,6144,"(6, 6)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1237.1013526770787,438.7017103334476,31173.05735381659,30749.83535397028,4636.295575786395,4601.283900176455,19918.345037467025,100
f16_m4,7168,"(6, 6)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,672.4786809579621,412.4936891539663,42361.99882030528,42193.30536226411,5867.692729818557,5839.596365971215,62334.93992653268,100
f16_m4,5120,"(7, 7)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,816.4590074047602,391.8479958715363,22323.326363303324,22091.856858087172,3147.0846542036975,3137.3764609912614,34721.4636519483,100
f16_m4,6144,"(7, 7)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,950.4236120270182,347.1473156616033,30273.450384713644,30223.83233051342,4571.582437198653,4587.383873762614,15778.39226976956,100
f16_m4,7168,"(7, 7)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,796.8547050830474,431.61031520992026,41517.67403020748,41417.50481464835,6104.181086991163,5835.0694460722525,23300.598532429274,100
f16_m4,5120,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,732.1400697519529,344.4263516511168,21507.77066817311,21323.628012242207,3110.110882704259,3097.469052974943,7913.182434603542,100
f16_m4,6144,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1025.5781132962059,355.67270050529,31065.824217040295,30867.21128156064,4583.554329023422,4590.505190508613,12858.63147799157,100
f16_m4,7168,"(8, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1013.6127574819814,365.59861858041506,41350.319977995976,41429.02302309835,5840.871748434812,5854.179852936695,19218.42106473091,100
f16_m4,256,"(9, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,255.33153257778338,205.6398121729698,185.2853535490263,170.66340746982198,254.90186890728856,217.01798439193243,331.15441607780417,100
f16_m4,512,"(9, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,493.10515704787707,401.07739753289974,534.3073150908899,559.0517535256668,411.38926799095367,318.1030797412787,358.87645612192233,100
f16_m4,1024,"(9, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,524.9856760295539,248.11248751357567,1288.4227291112852,1091.2875359779257,552.3430341644499,556.6633204997621,1022.3890740256461,100
f16_m4,2048,"(9, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,4157.88414136073,956.2706932870702,5633.288245876836,4244.956391082569,1909.2641060146316,1007.3806933711356,1137.9514442647667,100
f16_m4,3072,"(9, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,3112.115539816233,607.3020333075073,9480.887524224707,8708.740610857838,1680.5036915206263,1682.2079346025714,2242.8944576503923,100
f16_m4,4096,"(9, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1588.8431958581816,430.63914500946584,14139.72121937196,14109.292204426809,2294.689929419607,2297.3198311793017,3830.254148037374,100
f16_m4,5120,"(9, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1362.5368071679864,401.7216428996819,21652.662375240812,21597.47427396912,3122.5357951746737,3124.2296496844115,7352.390258614806,100
f16_m4,6144,"(9, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1015.2151754540691,391.52818460060746,31675.119479829773,31532.867239818526,4632.75098900258,4630.493464616474,10529.36524634004,100
f16_m4,7168,"(9, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1024.8456715673956,386.41363665039825,43811.10999234419,43438.828550452374,5867.095869938853,5930.175505552799,15869.56986833871,100
f16_m4,256,"(1, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,347.12998400266895,217.00153539881853,232.51180194916174,185.37619401483414,398.5858660751093,225.53715414505362,310.63275552702333,100
f16_m4,512,"(1, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,324.56785114296224,231.22316731393332,485.0872321046888,353.3630210479259,300.6608812543946,256.72609621602265,464.9075843419348,100
f16_m4,1024,"(1, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,513.7613029961274,231.77302445410464,1153.4382838512981,1057.1926445362099,381.5088624406531,427.83648045446574,1767.764411966844,100
f16_m4,2048,"(1, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,769.3881736382049,259.27558900724995,3913.3537110812645,3530.5668906049286,722.495389274573,702.4527179432858,11458.1690397406,100
f16_m4,3072,"(1, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,501.5276006350908,285.90531935376123,7934.438161049913,7674.651663021885,1488.6221742749185,1419.985825939993,37210.62024686843,100
f16_m4,4096,"(1, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1201.0126819080408,327.6094642426045,13469.202266957614,13393.49750346474,2174.476993611636,2202.0633948432287,87097.91540188025,100
f16_m4,5120,"(1, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,8983.017434154453,376.6914589802801,21193.242310662612,21680.503933078035,3097.7976364753467,3311.7970556810888,168955.2981582397,100
f16_m4,6144,"(1, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,24241.4763603236,480.2477566880354,32701.242454029394,32645.51973515629,4694.149148678961,4700.273130835025,290773.69130020303,100
f16_m4,7168,"(1, 2)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,12702.280947586232,481.74346221517715,43428.430961051476,45728.07804469342,5897.9580525034025,5915.255307788067,460823.0723085711,100
f16_m4,256,"(4, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,217.46213270175556,228.29546492550762,230.27287494752076,172.32461997642955,265.5870218118158,216.14960224306242,297.7351393894518,100
f16_m4,512,"(4, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,254.5976643305074,207.86178541026217,372.7447016798797,362.9830976453038,279.51892723248716,229.32286029596256,318.0781971261424,100
f16_m4,1024,"(4, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,393.4221438368373,220.8679000510575,988.4306392600049,969.7836777432562,378.1249105371956,344.2435630772251,522.349653565329,100
f16_m4,2048,"(4, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,3706.025516821447,867.4590448614796,4904.851461907305,3968.296729493951,1572.0419803624413,951.3186073376511,1607.884204127489,100
f16_m4,3072,"(4, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1878.762049118698,304.0023302172173,7821.306680369351,7693.641141466835,1512.8786879977781,1499.8983439169583,3653.056482945199,100
f16_m4,4096,"(4, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,902.9885644220833,329.93374730110276,13417.914574170885,13314.172772807564,2153.2287995805414,2144.372469836988,7404.782080693577,100
f16_m4,5120,"(4, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1871.9886084114044,371.48968389091385,21373.2910835396,21287.151825333935,3107.4782649305725,3102.9166169007576,13639.599447516937,100
f16_m4,6144,"(4, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1240.2024574738355,356.74081871022867,31830.798328569632,31684.220464888225,4612.965179813607,4609.776090376972,22355.484572364472,100
f16_m4,7168,"(4, 8)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,675.3131048570866,478.211387233117,41457.87166761255,41456.09420583779,5903.823080345771,5854.680789074205,34830.500962844875,100
f16_m4,256,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,190.44061145584413,190.94112982437474,163.01633076488875,165.13280588800023,205.06222123344568,199.92788833553288,265.95967530719986,100
f16_m4,512,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,214.7571391442065,190.84976515197857,329.4569454277959,321.4782657667478,251.35286480468397,220.15192503282813,276.881986901649,100
f16_m4,1024,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,279.69448225674626,195.51073046758327,970.4793206673324,931.5449957567839,346.8620089023812,323.27542372633366,412.0394237663274,100
f16_m4,2048,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,3560.9284465985525,504.65949074146414,4263.986021312696,3667.7147887974525,1095.0164716790648,843.5759489017718,1301.4599428684362,100
f16_m4,3072,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1782.696339321582,393.895769441117,7764.407556615446,7729.587186559048,1659.2827503100532,1480.1307648422032,1887.0041117780343,100
f16_m4,4096,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1748.4979456360084,351.59958014867675,13360.869016325296,13316.211333103407,2159.5400945382685,2125.208825918037,3716.954873368162,100
f16_m4,5120,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1158.46270832582,314.78140855210825,20900.316005116307,20926.05876311555,3066.552916677011,3047.307730575868,7213.95635047743,100
f16_m4,6144,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,1444.0377890712298,308.99288207914975,29987.642360679914,29832.27713587424,4537.422221159421,4519.171511769936,10402.205753208858,100
f16_m4,7168,"(8, 9)",DRAM,DRAM,DRAM,DataType.BFLOAT16,MathFidelity.HiFi4,826.438897094114,426.00700693641085,40523.649172782134,40469.320439487004,5777.424036639063,5756.402944118951,15712.933774220155,100
